	Domain	Group	Clade	Kingdom	Subkingdom	Division	Subdivision	Class	Order	Family	Genus	Species
Geotrichum_silvicola	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Saccharomycetes	Saccharomycetales	Dipodascaceae	Geotrichum	Geotrichum_silvicola
Dipodascus_geotrichum	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Saccharomycetes	Saccharomycetales	Dipodascaceae	Dipodascus	Dipodascus_geotrichum
Geotrichum_phurueaensis	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Saccharomycetes	Saccharomycetales	Dipodascaceae	Geotrichum	Geotrichum_phurueaensis
Lamprospora_arvensis	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Pezizomycetes	Pezizales	Pyronemataceae	Lamprospora	Lamprospora_arvensis
Cladoriella_paleospora	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladoriella	Cladoriella_paleospora
Leptosporella_arengae	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Sordariomycetes	Sordariomycetes_ord_Incertae_sedis	Sordariomycetes_fam_Incertae_sedis	Leptosporella	Leptosporella_arengae
Calyptosphaeria_sp	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Sordariomycetes	Xenospadicoidales	Xenospadicoidaceae	Calyptosphaeria	unidentified
Trichaptum_laricinum	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Hymenochaetales	Hymenochaetales_fam_Incertae_sedis	Trichaptum	Trichaptum_laricinum
Aspergillus_insolitus	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_insolitus
Paucispora_kunmingense	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Dothideomycetes	Pleosporales	Lophiostomataceae	Paucispora	Paucispora_kunmingense
Tylopilus_dunensis	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Boletales	Boletaceae	Tylopilus	Tylopilus_dunensis
Tuber_magnatum	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Pezizomycetes	Pezizales	Tuberaceae	Tuber	Tuber_magnatum
Ochroconis_capsici	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Dothideomycetes	Venturiales	Sympoventuriaceae	Ochroconis	Ochroconis_capsici
Entoloma_sp	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Agaricales	Entolomataceae	Entoloma	unidentified
Arrhenia_glauca	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Agaricales	Tricholomataceae	Arrhenia	Arrhenia_glauca
Arrhenia_subglobisemen	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Agaricales	Tricholomataceae	Arrhenia	Arrhenia_subglobisemen
Arrhenia_acerosa	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Agaricales	Tricholomataceae	Arrhenia	Arrhenia_acerosa
Arrhenia_leucotricha	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Agaricales	Tricholomataceae	Arrhenia	Arrhenia_leucotricha
Arrhenia_svalbardensis	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Agaricales	Tricholomataceae	Arrhenia	Arrhenia_svalbardensis
Arrhenia_obscurata	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Agaricales	Tricholomataceae	Arrhenia	Arrhenia_obscurata
Arrhenia_juncorum	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Agaricales	Tricholomataceae	Arrhenia	Arrhenia_juncorum
Arrhenia_latispora	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Agaricales	Tricholomataceae	Arrhenia	Arrhenia_latispora
Inocybe_venustissima	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe_venustissima
Perplexostereum_endocrocinum	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Russulales	Russulales_fam_Incertae_sedis	Perplexostereum	Perplexostereum_endocrocinum
Boletus_umbrinipileus	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Boletales	Boletaceae	Boletus	Boletus_umbrinipileus
Metschnikowia_reukaufii	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	Metschnikowia_reukaufii
Scleroderma_areolatum	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Boletales	Sclerodermataceae	Scleroderma	Scleroderma_areolatum
Scleroderma_verrucosum	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Boletales	Sclerodermataceae	Scleroderma	Scleroderma_verrucosum
Scleroderma_cepa	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Boletales	Sclerodermataceae	Scleroderma	Scleroderma_cepa
Scleroderma_nitidum	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Boletales	Sclerodermataceae	Scleroderma	Scleroderma_nitidum
Lichenomphalia_umbellifera	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Agaricales	Tricholomataceae	Lichenomphalia	Lichenomphalia_umbellifera
Omphalina_telmatiaea	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Agaricales	Tricholomataceae	Omphalina	Omphalina_telmatiaea
Arrhenia_philonotis	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Agaricales	Tricholomataceae	Arrhenia	Arrhenia_philonotis
Arrhenia_epichysium	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Agaricales	Tricholomataceae	Arrhenia	Arrhenia_epichysium
Clitocybe_gibba	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Agaricales	Tricholomataceae	Clitocybe	Clitocybe_gibba
Infundibulicybe_geotropa	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Agaricales	Tricholomataceae	Infundibulicybe	Infundibulicybe_geotropa
Infundibulicybe_gigas	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Agaricales	Tricholomataceae	Infundibulicybe	Infundibulicybe_gigas
Clitocybe_rivulosa	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Agaricales	Tricholomataceae	Clitocybe	Clitocybe_rivulosa
Clitocybe_squamulosa	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Agaricales	Tricholomataceae	Clitocybe	Clitocybe_squamulosa
Infundibulicybe_sp	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Agaricales	Tricholomataceae	Infundibulicybe	unidentified
Chrysomphalina_chrysophylla	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Agaricales	Hygrophoraceae	Chrysomphalina	Chrysomphalina_chrysophylla
Neotyphodium_sp	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Sordariomycetes	Hypocreales	Clavicipitaceae	Neotyphodium	unidentified
Clavicipitaceae_sp	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Sordariomycetes	Hypocreales	Clavicipitaceae	unidentified	unidentified
Metarhizium_brittlebankisoides	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Sordariomycetes	Hypocreales	Clavicipitaceae	Metarhizium	Metarhizium_brittlebankisoides
Dussiella_tuberiformis	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Dussiella	Dussiella_tuberiformis
Balansia_piluliformis	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Sordariomycetes	Hypocreales	Clavicipitaceae	Balansia	Balansia_piluliformis
Sarcoscypha_occidentalis	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Pezizomycetes	Pezizales	Sarcoscyphaceae	Sarcoscypha	Sarcoscypha_occidentalis
Sarcoscypha_austriaca	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Pezizomycetes	Pezizales	Sarcoscyphaceae	Sarcoscypha	Sarcoscypha_austriaca
Sarcoscypha_coccinea	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Pezizomycetes	Pezizales	Sarcoscyphaceae	Sarcoscypha	Sarcoscypha_coccinea
Sarcoscypha_korfiana	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Pezizomycetes	Pezizales	Sarcoscyphaceae	Sarcoscypha	Sarcoscypha_korfiana
Sarcoscypha_dudleyi	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Pezizomycetes	Pezizales	Sarcoscyphaceae	Sarcoscypha	Sarcoscypha_dudleyi
Sarcoscypha_macaronesica	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Pezizomycetes	Pezizales	Sarcoscyphaceae	Sarcoscypha	Sarcoscypha_macaronesica
Sarcoscypha_mesocyatha	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Pezizomycetes	Pezizales	Sarcoscyphaceae	Sarcoscypha	Sarcoscypha_mesocyatha
Sarcoscypha_tatakensis	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Pezizomycetes	Pezizales	Sarcoscyphaceae	Sarcoscypha	Sarcoscypha_tatakensis
Sarcoscypha_javensis	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Pezizomycetes	Pezizales	Sarcoscyphaceae	Sarcoscypha	Sarcoscypha_javensis
Myriogenospora_atramentosa	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Sordariomycetes	Hypocreales	Clavicipitaceae	Myriogenospora	Myriogenospora_atramentosa
Eremothecium_coryli	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Eremothecium	Eremothecium_coryli
Eremothecium_ashbyi	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Eremothecium	Eremothecium_ashbyi
Eremothecium_sinecaudum	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Eremothecium	Eremothecium_sinecaudum
Eremothecium_gossypii	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Eremothecium	Eremothecium_gossypii
Eremothecium_cymbalariae	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Eremothecium	Eremothecium_cymbalariae
Inocybe_pelargonium	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe_pelargonium
Inocybe_vaccina	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe_vaccina
Alternaria_eichhorniae	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria_eichhorniae
Bipolaris_microlaenae	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Dothideomycetes	Pleosporales	Pleosporaceae	Bipolaris	Bipolaris_microlaenae
Curvularia_heteropogonis	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia	Curvularia_heteropogonis
Stemphylium_vesicarium	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Dothideomycetes	Pleosporales	Pleosporaceae	Stemphylium	Stemphylium_vesicarium
Exserohilum_rostratum	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Dothideomycetes	Pleosporales	Pleosporaceae	Exserohilum	Exserohilum_rostratum
Alternaria_venezuelensis	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria_venezuelensis
Curvularia_prasadii	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia	Curvularia_prasadii
Curvularia_lunata	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia	Curvularia_lunata
Curvularia_hawaiiensis	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia	Curvularia_hawaiiensis
Curvularia_inaequalis	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia	Curvularia_inaequalis
Curvularia_coatesiae	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia	Curvularia_coatesiae
Curvularia_verruculosa	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia	Curvularia_verruculosa
Curvularia_americana	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia	Curvularia_americana
Alternaria_carotiincultae	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria_carotiincultae
Curvularia_sorghina	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia	Curvularia_sorghina
Curvularia_protuberata	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia	Curvularia_protuberata
Alternaria_brassicae	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria_brassicae
Exserohilum_heteropogonicola	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Dothideomycetes	Pleosporales	Pleosporaceae	Exserohilum	Exserohilum_heteropogonicola
Curvularia_pseudorobusta	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia	Curvularia_pseudorobusta
Curvularia_petersonii	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia	Curvularia_petersonii
Bipolaris_sorghicola	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Dothideomycetes	Pleosporales	Pleosporaceae	Bipolaris	Bipolaris_sorghicola
Alternaria_perpunctulata	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria_perpunctulata
Alternaria_axiaeriisporifera	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria_axiaeriisporifera
Bipolaris_peregianensis	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Dothideomycetes	Pleosporales	Pleosporaceae	Bipolaris	Bipolaris_peregianensis
Curvularia_ovariicola	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia	Curvularia_ovariicola
Alternaria_elegans	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria_elegans
Alternaria_proteae	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria_proteae
Curvularia_gladioli	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia	Curvularia_gladioli
Alternaria_limicola	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria_limicola
Bipolaris_brachiariae	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Dothideomycetes	Pleosporales	Pleosporaceae	Bipolaris	Bipolaris_brachiariae
Exserohilum_minor	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Dothideomycetes	Pleosporales	Pleosporaceae	Exserohilum	Exserohilum_minor
Alternaria_helianthiinficiens	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria_helianthiinficiens
Curvularia_sesuvii	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia	Curvularia_sesuvii
Alternaria_celosiicola	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria_celosiicola
Bipolaris_urochloae	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Dothideomycetes	Pleosporales	Pleosporaceae	Bipolaris	Bipolaris_urochloae
Alternaria_planifunda	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria_planifunda
Bipolaris_melinidis	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Dothideomycetes	Pleosporales	Pleosporaceae	Bipolaris	Bipolaris_melinidis
Stemphylium_loti	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Dothideomycetes	Pleosporales	Pleosporaceae	Stemphylium	Stemphylium_loti
Curvularia_robusta	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia	Curvularia_robusta
Alternaria_dianthicola	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria_dianthicola
Exserohilum_khartoumense	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Dothideomycetes	Pleosporales	Pleosporaceae	Exserohilum	Exserohilum_khartoumense
Alternaria_panax	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria_panax
Curvularia_richardiae	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia	Curvularia_richardiae
Alternaria_lolii	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria_lolii
Curvularia_eragrostidis	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia	Curvularia_eragrostidis
Bipolaris_clavata	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Dothideomycetes	Pleosporales	Pleosporaceae	Bipolaris	Bipolaris_clavata
Alternaria_kareliniae	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria_kareliniae
Curvularia_sp	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia	unidentified
Curvularia_tropicalis	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia	Curvularia_tropicalis
Alternaria_alternata	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria_alternata
Curvularia_crustacea	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia	Curvularia_crustacea
Curvularia_intermedia	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia	Curvularia_intermedia
Curvularia_brachyspora	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia	Curvularia_brachyspora
Exserohilum_turcicum	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Dothideomycetes	Pleosporales	Pleosporaceae	Exserohilum	Exserohilum_turcicum
Curvularia_malina	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia	Curvularia_malina
Bipolaris_sp	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Dothideomycetes	Pleosporales	Pleosporaceae	Bipolaris	unidentified
Bipolaris_cactivora	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Dothideomycetes	Pleosporales	Pleosporaceae	Bipolaris	Bipolaris_cactivora
Curvularia_kusanoi	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia	Curvularia_kusanoi
Curvularia_uncinata	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia	Curvularia_uncinata
Curvularia_nodulosa	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia	Curvularia_nodulosa
Exserohilum_oryzicola	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Dothideomycetes	Pleosporales	Pleosporaceae	Exserohilum	Exserohilum_oryzicola
Dichotomophthora_lutea	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Dothideomycetes	Pleosporales	Pleosporaceae	Dichotomophthora	Dichotomophthora_lutea
Dichotomophthora_basellae	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Dothideomycetes	Pleosporales	Pleosporaceae	Dichotomophthora	Dichotomophthora_basellae
Porocercospora_seminalis	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Dothideomycetes	Pleosporales	Pleosporaceae	Porocercospora	Porocercospora_seminalis
Curvularia_penniseti	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia	Curvularia_penniseti
Curvularia_micropus	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia	Curvularia_micropus
Curvularia_homomorpha	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia	Curvularia_homomorpha
Johnalcornia_aberrans	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Dothideomycetes	Pleosporales	Pleosporaceae	Johnalcornia	Johnalcornia_aberrans
Bipolaris_micropus	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Dothideomycetes	Pleosporales	Pleosporaceae	Bipolaris	Bipolaris_micropus
Exserohilum_protrudens	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Dothideomycetes	Pleosporales	Pleosporaceae	Exserohilum	Exserohilum_protrudens
