	Domain	Group	Clade	Kingdom	Subkingdom	Division	Subdivision	Class	Order	Family	Genus	Species
Beltraniella_pseudoportoricensis	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Sordariomycetes	Xylariales	Beltraniaceae	Beltraniella	Beltraniella_pseudoportoricensis
Castanediella_eucalypticola	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Sordariomycetes	Xylariales	Xylariales_fam_Incertae_sedis	Castanediella	Castanediella_eucalypticola
Castanediella_sp	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Sordariomycetes	Xylariales	Xylariales_fam_Incertae_sedis	Castanediella	unidentified
Castanediella_cagnizarii	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Sordariomycetes	Xylariales	Xylariales_fam_Incertae_sedis	Castanediella	Castanediella_cagnizarii
Neophysalospora_eucalypti	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Sordariomycetes	Xylariales	Xylariales_fam_Incertae_sedis	Neophysalospora	Neophysalospora_eucalypti
Pestalotiopsis_jesteri	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Sordariomycetes	Xylariales	Sporocadaceae	Pestalotiopsis	Pestalotiopsis_jesteri
Lepteutypa_fuckelii	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Sordariomycetes	Xylariales	Amphisphaeriaceae	Lepteutypa	Lepteutypa_fuckelii
Porobeltraniella_porosa	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Sordariomycetes	Xylariales	Beltraniaceae	Porobeltraniella	Porobeltraniella_porosa
Pestalotiopsis_neglecta	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Sordariomycetes	Xylariales	Sporocadaceae	Pestalotiopsis	Pestalotiopsis_neglecta
Seiridium_marginatum	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Sordariomycetes	Xylariales	Sporocadaceae	Seiridium	Seiridium_marginatum
Seimatosporium_lichenicola	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Sordariomycetes	Xylariales	Amphisphaeriaceae	Seimatosporium	Seimatosporium_lichenicola
Seiridium_ceratosporum	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Sordariomycetes	Xylariales	Sporocadaceae	Seiridium	Seiridium_ceratosporum
Leiosphaerella_lycopodina	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Sordariomycetes	Xylariales	Amphisphaeriaceae	Leiosphaerella	Leiosphaerella_lycopodina
Pestalotiopsis_mangifolia	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Sordariomycetes	Xylariales	Sporocadaceae	Pestalotiopsis	Pestalotiopsis_mangifolia
Cylindrium_elongatum	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Cylindrium	Cylindrium_elongatum
Pestalotiopsis_dianellae	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Sordariomycetes	Xylariales	Sporocadaceae	Pestalotiopsis	Pestalotiopsis_dianellae
Bagadiella_eucalypti	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Sordariomycetes	Xylariales	Xylariales_fam_Incertae_sedis	Bagadiella	Bagadiella_eucalypti
Beltrania_querna	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Sordariomycetes	Xylariales	Beltraniaceae	Beltrania	Beltrania_querna
Amphisphaeria_sp	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Sordariomycetes	Xylariales	Amphisphaeriaceae	Amphisphaeria	unidentified
Distononappendiculata_banksiae	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Sordariomycetes	Xylariales	Sporocadaceae	Distononappendiculata	Distononappendiculata_banksiae
Castanediella_malaysiana	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Sordariomycetes	Xylariales	Xylariales_fam_Incertae_sedis	Castanediella	Castanediella_malaysiana
Pestalotiopsis_camelliae	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Sordariomycetes	Xylariales	Sporocadaceae	Pestalotiopsis	Pestalotiopsis_camelliae
Seiridium_papillatum	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Sordariomycetes	Xylariales	Sporocadaceae	Seiridium	Seiridium_papillatum
Parapleurotheciopsis_caespitosa	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Sordariomycetes	Xylariales	Xylariales_fam_Incertae_sedis	Parapleurotheciopsis	Parapleurotheciopsis_caespitosa
Lepteutypa_sambuci	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Sordariomycetes	Xylariales	Amphisphaeriaceae	Lepteutypa	Lepteutypa_sambuci
Castanediella_eucalypti	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Sordariomycetes	Xylariales	Xylariales_fam_Incertae_sedis	Castanediella	Castanediella_eucalypti
Pidoplitchkoviella_terricola	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Sordariomycetes	Xylariales	Xylariaceae	Pidoplitchkoviella	Pidoplitchkoviella_terricola
Hebeloma_hiemale	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Agaricales	Hymenogastraceae	Hebeloma	Hebeloma_hiemale
Alnicola_sphagneti	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Agaricales	Hymenogastraceae	Alnicola	Alnicola_sphagneti
Hebeloma_mesophaeum	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Agaricales	Hymenogastraceae	Hebeloma	Hebeloma_mesophaeum
Galerina_marginata	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Agaricales	Strophariaceae	Galerina	Galerina_marginata
Naucoria_luteolofibrillosa	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Agaricales	Hymenogastraceae	Naucoria	Naucoria_luteolofibrillosa
Hebeloma_sinapizans	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Agaricales	Hymenogastraceae	Hebeloma	Hebeloma_sinapizans
Agrocybe_pediades	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Agaricales	Bolbitiaceae	Agrocybe	Agrocybe_pediades
Hebeloma_theobrominum	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Agaricales	Hymenogastraceae	Hebeloma	Hebeloma_theobrominum
Hebeloma_cylindrosporum	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Agaricales	Hymenogastraceae	Hebeloma	Hebeloma_cylindrosporum
Naucoria_alnetorum	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Agaricales	Hymenogastraceae	Naucoria	Naucoria_alnetorum
Agrocybe_praecox	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Agaricales	Bolbitiaceae	Agrocybe	Agrocybe_praecox
Hebeloma_aminophilum_f._hygrosarx	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Agaricales	Hymenogastraceae	Hebeloma	Hebeloma_aminophilum_f._hygrosarx
Galerina_clavata	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Agaricales	Strophariaceae	Galerina	Galerina_clavata
Hymenogaster_griseus	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Agaricales	Hymenogastraceae	Hymenogaster	Hymenogaster_griseus
Pholiota_abieticola	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Agaricales	Strophariaceae	Pholiota	Pholiota_abieticola
Hebeloma_syrjense	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Agaricales	Hymenogastraceae	Hebeloma	Hebeloma_syrjense
Hebeloma_radicosum	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Agaricales	Hymenogastraceae	Hebeloma	Hebeloma_radicosum
Hymenogaster_luteus	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Agaricales	Hymenogastraceae	Hymenogaster	Hymenogaster_luteus
Hebeloma_vinosophyllum	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Agaricales	Hymenogastraceae	Hebeloma	Hebeloma_vinosophyllum
Hymenogaster_megasporus	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Agaricales	Hymenogastraceae	Hymenogaster	Hymenogaster_megasporus
Psilocybe_mexicana	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Agaricales	Strophariaceae	Psilocybe	Psilocybe_mexicana
Hebeloma_cistophilum	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Agaricales	Hymenogastraceae	Hebeloma	Hebeloma_cistophilum
Hebeloma_brunneifolium	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Agaricales	Hymenogastraceae	Hebeloma	Hebeloma_brunneifolium
Hymenogaster_huthii	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Agaricales	Hymenogastraceae	Hymenogaster	Hymenogaster_huthii
Psilocybe_thaizapoteca	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Agaricales	Strophariaceae	Psilocybe	Psilocybe_thaizapoteca
Hebeloma_angustisporium	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Agaricales	Hymenogastraceae	Hebeloma	Hebeloma_angustisporium
Hymenogaster_parksii	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Agaricales	Hymenogastraceae	Hymenogaster	Hymenogaster_parksii
Hymenogaster_rehsteineri	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Agaricales	Hymenogastraceae	Hymenogaster	Hymenogaster_rehsteineri
Galerina_stordalii	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Agaricales	Strophariaceae	Galerina	Galerina_stordalii
Hymenogastraceae_sp	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Agaricales	Hymenogastraceae	unidentified	unidentified
Kuehneromyces_lignicola	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Agaricales	Strophariaceae	Kuehneromyces	Kuehneromyces_lignicola
Hymenogaster_muticus	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Agaricales	Hymenogastraceae	Hymenogaster	Hymenogaster_muticus
Naucoria_tantilla	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Agaricales	Hymenogastraceae	Naucoria	Naucoria_tantilla
Psathyloma_leucocarpum	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Agaricales	Hymenogastraceae	Psathyloma	Psathyloma_leucocarpum
Psilocybe_turficola	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Agaricales	Strophariaceae	Psilocybe	Psilocybe_turficola
Hebeloma_parvicystidiatum	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Agaricales	Hymenogastraceae	Hebeloma	Hebeloma_parvicystidiatum
Alnicola_macrospora	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Agaricales	Hymenogastraceae	Alnicola	Alnicola_macrospora
Hebeloma_crustuliniforme	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Agaricales	Hymenogastraceae	Hebeloma	Hebeloma_crustuliniforme
Psilocybe_neoxalapensis	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Agaricales	Strophariaceae	Psilocybe	Psilocybe_neoxalapensis
Galerina_laevis	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Agaricales	Strophariaceae	Galerina	Galerina_laevis
Galerina_badipes	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Agaricales	Strophariaceae	Galerina	Galerina_badipes
Kuehneromyces_mutabilis	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Agaricales	Strophariaceae	Kuehneromyces	Kuehneromyces_mutabilis
Psathyloma_sp	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Agaricales	Hymenogastraceae	Psathyloma	unidentified
Hebeloma_bulbiferum	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Agaricales	Hymenogastraceae	Hebeloma	Hebeloma_bulbiferum
Hebeloma_nothofagetorum	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Agaricales	Hymenogastraceae	Hebeloma	Hebeloma_nothofagetorum
Agrocybe_arvalis	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Agaricales	Bolbitiaceae	Agrocybe	Agrocybe_arvalis
Hebeloma_victoriense	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Agaricales	Hymenogastraceae	Hebeloma	Hebeloma_victoriense
Hebelomataceae_sp	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Agaricales	Hebelomataceae	unidentified	unidentified
Alnicola_sp	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Agaricales	Hymenogastraceae	Alnicola	unidentified
Hebeloma_erumpens	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Agaricales	Hymenogastraceae	Hebeloma	Hebeloma_erumpens
Psathyloma_catervatim	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Agaricales	Hymenogastraceae	Psathyloma	Psathyloma_catervatim
Galerina_arctica	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Agaricales	Strophariaceae	Galerina	Galerina_arctica
Hebeloma_hetieri	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Agaricales	Hymenogastraceae	Hebeloma	Hebeloma_hetieri
Psilocybe_caerulescens	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Agaricales	Strophariaceae	Psilocybe	Psilocybe_caerulescens
Hebeloma_sp	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Agaricales	Hymenogastraceae	Hebeloma	unidentified
Wakefieldia_macrospora	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Agaricales	Hymenogastraceae	Wakefieldia	Wakefieldia_macrospora
Hebeloma_submelinoides	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Agaricales	Hymenogastraceae	Hebeloma	Hebeloma_submelinoides
Hebeloma_plesiocistum	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Agaricales	Hymenogastraceae	Hebeloma	Hebeloma_plesiocistum
Alnicola_cholea	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Agaricales	Hymenogastraceae	Alnicola	Alnicola_cholea
Psilocybe_samuiensis	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Agaricales	Strophariaceae	Psilocybe	Psilocybe_samuiensis
Galerina_patagonica	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Agaricales	Strophariaceae	Galerina	Galerina_patagonica
Hebeloma_radicosoides	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Agaricales	Hymenogastraceae	Hebeloma	Hebeloma_radicosoides
Anamika_angustilamellata	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Agaricales	Hymenogastraceae	Anamika	Anamika_angustilamellata
Hebeloma_youngii	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Agaricales	Hymenogastraceae	Hebeloma	Hebeloma_youngii
Hebeloma_alboerumpens	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Agaricales	Hymenogastraceae	Hebeloma	Hebeloma_alboerumpens
Galerina_subclavata	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Agaricales	Strophariaceae	Galerina	Galerina_subclavata
Hebeloma_subconcolor	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Agaricales	Hymenogastraceae	Hebeloma	Hebeloma_subconcolor
Anamika_lactariolens	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Agaricales	Hymenogastraceae	Anamika	Anamika_lactariolens
Hebeloma_malenconii	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Agaricales	Hymenogastraceae	Hebeloma	Hebeloma_malenconii
Galerina_sulciceps	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Agaricales	Strophariaceae	Galerina	Galerina_sulciceps
Psilocybe_yungensis	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Agaricales	Strophariaceae	Psilocybe	Psilocybe_yungensis
Hebeloma_laterinum	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Agaricales	Hymenogastraceae	Hebeloma	Hebeloma_laterinum
Anamika_indica	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Agaricales	Hymenogastraceae	Anamika	Anamika_indica
Hebeloma_lacteocoffeatum	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Agaricales	Hymenogastraceae	Hebeloma	Hebeloma_lacteocoffeatum
Hymenogaster_citrinus	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Agaricales	Hymenogastraceae	Hymenogaster	Hymenogaster_citrinus
Naucoria_sp	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Agaricales	Hymenogastraceae	Naucoria	unidentified
Naucoria_bohemica	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Agaricales	Hymenogastraceae	Naucoria	Naucoria_bohemica
Hebeloma_aanenii	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Agaricales	Hymenogastraceae	Hebeloma	Hebeloma_aanenii
Hebeloma_ifeleletorum	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Agaricales	Hymenogastraceae	Hebeloma	Hebeloma_ifeleletorum
Psilocybe_cinnamomea	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Agaricales	Strophariaceae	Psilocybe	Psilocybe_cinnamomea
Naucoria_salicis	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Agaricales	Hymenogastraceae	Naucoria	Naucoria_salicis
Pseudoparmelia_floridensis	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Lecanoromycetes	Lecanorales	Parmeliaceae	Pseudoparmelia	Pseudoparmelia_floridensis
Moleospora_sp	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Sordariomycetes	Lulworthiales	Lulworthiaceae	Moleospora	unidentified
Amanita_wellsii	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita_wellsii
Amanita_parcivolvata	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita_parcivolvata
Amanita_pruittii	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita_pruittii
Amanita_inopinata	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita_inopinata
Trimmatothelopsis_gordensis	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Lecanoromycetes	Acarosporales	Acarosporaceae	Trimmatothelopsis	Trimmatothelopsis_gordensis
Chondrostereum_purpureum	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Agaricales	Agaricales_fam_Incertae_sedis	Chondrostereum	Chondrostereum_purpureum
Acaulospora_viridis	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Glomeromycota	Subdivision	Glomeromycetes	Diversisporales	Acaulosporaceae	Acaulospora	Acaulospora_viridis
Neonectria_cinnamomea	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Sordariomycetes	Hypocreales	Nectriaceae	Neonectria	Neonectria_cinnamomea
Inocybe_semifulva	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe_semifulva
Inocybe_tigrina	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe_tigrina
Inocybe_glabrescens	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe_glabrescens
Thelonectria_jungneri	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Sordariomycetes	Hypocreales	Nectriaceae	Thelonectria	Thelonectria_jungneri
Fragiliporia_fragilis	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Polyporales	Fragiliporiaceae	Fragiliporia	Fragiliporia_fragilis
Genea_cephalonicae	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Pezizomycetes	Pezizales	Pyronemataceae	Genea	Genea_cephalonicae
Austroboletus_olivaceoglutinosus	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Boletales	Boletaceae	Austroboletus	Austroboletus_olivaceoglutinosus
Russula_heterophylla	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Russulales	Russulaceae	Russula	Russula_heterophylla
Russula_pseudobubalina	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Russulales	Russulaceae	Russula	Russula_pseudobubalina
Russula_viridicinnamomea	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Russulales	Russulaceae	Russula	Russula_viridicinnamomea
Lecanora_cinereofusca	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Lecanoromycetes	Lecanorales	Lecanoraceae	Lecanora	Lecanora_cinereofusca
Lecanora_saxigena	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Lecanoromycetes	Lecanorales	Lecanoraceae	Lecanora	Lecanora_saxigena
Rhexodenticula_cylindrospora	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Sordariomycetes	Sordariales	Sordariales_fam_Incertae_sedis	Rhexodenticula	Rhexodenticula_cylindrospora
Rhexodenticula_acaciae	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Sordariomycetes	Sordariales	Sordariales_fam_Incertae_sedis	Rhexodenticula	Rhexodenticula_acaciae
